code_insee,commune,cout_moyen_secheresse
52044,Roches-Bettaincourt,Pas de sinistre répertorié à CCR
52045,Bettancourt-la-Ferrée,Entre 10 et 20k€
52047,Beurville,Pas de sinistre répertorié à CCR
52050,Biesles,Pas de sinistre répertorié à CCR
52051,Bize,Pas de sinistre répertorié à CCR
52053,Blaisy,Pas de sinistre répertorié à CCR
52055,Blécourt,"Entre 0 et 2,5 k€"
52056,Blessonville,Pas de sinistre répertorié à CCR
52057,Blumeray,Pas de sinistre répertorié à CCR
52058,Bologne,"Entre 2,5 et 5 k€"
52059,Bonnecourt,Pas de sinistre répertorié à CCR
52060,Bourbonne-les-Bains,Pas de sinistre répertorié à CCR
52061,Bourdons-sur-Rognon,Pas de sinistre répertorié à CCR
52062,Bourg,Pas de sinistre répertorié à CCR
52063,Bourg-Sainte-Marie,Pas de sinistre répertorié à CCR
52064,Bourmont-entre-Meuse-et-Mouzon,Pas de sinistre répertorié à CCR
52065,Bouzancourt,Pas de sinistre répertorié à CCR
52066,Brachay,Pas de sinistre répertorié à CCR
52067,Brainville-sur-Meuse,Pas de sinistre répertorié à CCR
52069,Braux-le-Châtel,Entre 10 et 20k€
52070,Brennes,Pas de sinistre répertorié à CCR
52072,Brethenay,Pas de sinistre répertorié à CCR
52074,Breuvannes-en-Bassigny,Plus de 20 k€
52075,Briaucourt,"Entre 2,5 et 5 k€"
52076,Bricon,Pas de sinistre répertorié à CCR
52079,Brousseval,Pas de sinistre répertorié à CCR
52082,Bugnières,Pas de sinistre répertorié à CCR
52083,Champsevraine,Entre 5 et 10 k€
52084,Busson,Pas de sinistre répertorié à CCR
52085,Buxières-lès-Clefmont,Pas de sinistre répertorié à CCR
52087,Buxières-lès-Villiers,"Entre 2,5 et 5 k€"
52088,Ceffonds,"Entre 2,5 et 5 k€"
52089,Celles-en-Bassigny,Pas de sinistre répertorié à CCR
52090,Celsoy,"Entre 0 et 2,5 k€"
52091,Cerisières,Pas de sinistre répertorié à CCR
52092,Chalancey,Pas de sinistre répertorié à CCR
52093,Chalindrey,Entre 10 et 20k€
52094,Vals-des-Tilles,Pas de sinistre répertorié à CCR
52095,Chalvraines,Pas de sinistre répertorié à CCR
52097,Chambroncourt,Pas de sinistre répertorié à CCR
52099,Chamouilley,Entre 5 et 10 k€
52101,Champigneulles-en-Bassigny,Entre 5 et 10 k€
52102,Champigny-lès-Langres,Plus de 20 k€
52103,Champigny-sous-Varennes,Pas de sinistre répertorié à CCR
52104,Chancenay,"Entre 2,5 et 5 k€"
52105,Changey,"Entre 2,5 et 5 k€"
52106,Chanoy,Entre 10 et 20k€
52107,Chantraines,Pas de sinistre répertorié à CCR
52108,Charmes,Pas de sinistre répertorié à CCR
52109,Charmes-en-l'Angle,Pas de sinistre répertorié à CCR
52110,Charmes-la-Grande,Pas de sinistre répertorié à CCR
52113,Chassigny,Pas de sinistre répertorié à CCR
52114,Châteauvillain,Entre 5 et 10 k€
52115,Chatenay-Mâcheron,Pas de sinistre répertorié à CCR
52116,Chatenay-Vaudin,Pas de sinistre répertorié à CCR
52118,Chatonrupt-Sommermont,Pas de sinistre répertorié à CCR
52119,Chaudenay,"Entre 2,5 et 5 k€"
52120,Chauffourt,Pas de sinistre répertorié à CCR
52121,Chaumont,"Entre 0 et 2,5 k€"
52122,Chaumont-la-Ville,Pas de sinistre répertorié à CCR
52123,Chevillon,Entre 5 et 10 k€
52124,Chézeaux,Pas de sinistre répertorié à CCR
52125,Chamarandes-Choignes,Pas de sinistre répertorié à CCR
52126,Choilley-Dardenay,Pas de sinistre répertorié à CCR
52127,Choiseul,Pas de sinistre répertorié à CCR
52128,Cirey-lès-Mareilles,Pas de sinistre répertorié à CCR
52129,Cirey-sur-Blaise,Pas de sinistre répertorié à CCR
52130,Cirfontaines-en-Azois,Pas de sinistre répertorié à CCR
52131,Cirfontaines-en-Ornois,Pas de sinistre répertorié à CCR
52132,Clefmont,Pas de sinistre répertorié à CCR
52133,Clinchamp,Pas de sinistre répertorié à CCR
52134,Cohons,Pas de sinistre répertorié à CCR
52135,Coiffy-le-Bas,Pas de sinistre répertorié à CCR
52136,Coiffy-le-Haut,Pas de sinistre répertorié à CCR
52137,Colmier-le-Bas,Pas de sinistre répertorié à CCR
52138,Colmier-le-Haut,Pas de sinistre répertorié à CCR
52140,Colombey les Deux Églises,Pas de sinistre répertorié à CCR
52141,Condes,Pas de sinistre répertorié à CCR
52142,Consigny,Pas de sinistre répertorié à CCR
52145,Coublanc,Pas de sinistre répertorié à CCR
52146,Coupray,Pas de sinistre répertorié à CCR
52147,Courcelles-en-Montagne,Pas de sinistre répertorié à CCR
52149,Courcelles-sur-Blaise,Entre 5 et 10 k€
52151,Cour-l'Évêque,Pas de sinistre répertorié à CCR
52155,Culmont,"Entre 0 et 2,5 k€"
52156,Curel,Pas de sinistre répertorié à CCR
52157,Curmont,Pas de sinistre répertorié à CCR
52158,Cusey,Pas de sinistre répertorié à CCR
52159,Cuves,Pas de sinistre répertorié à CCR
52160,Daillancourt,Pas de sinistre répertorié à CCR
52161,Daillecourt,Plus de 20 k€
52162,Dammartin-sur-Meuse,Pas de sinistre répertorié à CCR
52163,Dampierre,"Entre 2,5 et 5 k€"
52164,Damrémont,"Entre 2,5 et 5 k€"
52165,Dancevoir,Pas de sinistre répertorié à CCR
52167,Darmannes,Pas de sinistre répertorié à CCR
52168,Dinteville,Pas de sinistre répertorié à CCR
52169,Domblain,Pas de sinistre répertorié à CCR
52170,Dommarien,Pas de sinistre répertorié à CCR
52171,Dommartin-le-Franc,Pas de sinistre répertorié à CCR
52172,Dommartin-le-Saint-Père,Pas de sinistre répertorié à CCR
52173,Domremy-Landéville,Pas de sinistre répertorié à CCR
52174,Doncourt-sur-Meuse,"Entre 2,5 et 5 k€"
52175,Donjeux,Pas de sinistre répertorié à CCR
52177,Doulaincourt-Saucourt,Pas de sinistre répertorié à CCR
52178,Doulevant-le-Château,Pas de sinistre répertorié à CCR
52179,Doulevant-le-Petit,Pas de sinistre répertorié à CCR
52181,Échenay,"Entre 2,5 et 5 k€"
52182,Éclaron-Braucourt-Sainte-Livière,"Entre 2,5 et 5 k€"
52183,Ecot-la-Combe,Pas de sinistre répertorié à CCR
52184,Effincourt,Pas de sinistre répertorié à CCR
52185,Enfonvelle,Pas de sinistre répertorié à CCR
52187,Épizon,Pas de sinistre répertorié à CCR
52189,Le Val-d'Esnoms,Pas de sinistre répertorié à CCR
52190,Esnouveaux,Pas de sinistre répertorié à CCR
52193,Euffigneix,"Entre 0 et 2,5 k€"
52194,Eurville-Bienville,Entre 5 et 10 k€
52195,Farincourt,Pas de sinistre répertorié à CCR
52196,Faverolles,Pas de sinistre répertorié à CCR
52197,Fayl-Billot,"Entre 2,5 et 5 k€"
52198,Fays,Pas de sinistre répertorié à CCR
52199,Ferrière-et-Lafolie,Pas de sinistre répertorié à CCR
52200,Flagey,Entre 10 et 20k€
52201,Flammerécourt,Pas de sinistre répertorié à CCR
52203,Fontaines-sur-Marne,Pas de sinistre répertorié à CCR
52204,Forcey,Pas de sinistre répertorié à CCR
52205,Foulain,Pas de sinistre répertorié à CCR
52206,Frampas,Entre 10 et 20k€
52207,Frécourt,Pas de sinistre répertorié à CCR
52208,Fresnes-sur-Apance,Pas de sinistre répertorié à CCR
52211,Froncles,Pas de sinistre répertorié à CCR
52212,Fronville,Pas de sinistre répertorié à CCR
52213,Genevrières,Pas de sinistre répertorié à CCR
52214,La Genevroye,Pas de sinistre répertorié à CCR
52216,Germaines,Pas de sinistre répertorié à CCR
52217,Germainvilliers,Plus de 20 k€
52218,Germay,Pas de sinistre répertorié à CCR
52219,Germisay,Pas de sinistre répertorié à CCR
52220,Giey-sur-Aujon,Pas de sinistre répertorié à CCR
52221,Gillancourt,Pas de sinistre répertorié à CCR
52222,Gillaumé,Pas de sinistre répertorié à CCR
52223,Gilley,Pas de sinistre répertorié à CCR
52227,Graffigny-Chemin,Entre 5 et 10 k€
52228,Grandchamp,Pas de sinistre répertorié à CCR
52229,Grenant,Pas de sinistre répertorié à CCR
52230,Gudmont-Villiers,Pas de sinistre répertorié à CCR
52231,Guindrecourt-aux-Ormes,Pas de sinistre répertorié à CCR
52232,Guindrecourt-sur-Blaise,Pas de sinistre répertorié à CCR
52233,Guyonvelle,"Entre 0 et 2,5 k€"
52234,Hâcourt,Pas de sinistre répertorié à CCR
52235,Hallignicourt,Pas de sinistre répertorié à CCR
52237,Harréville-les-Chanteurs,Pas de sinistre répertorié à CCR
52240,Heuilley-le-Grand,Entre 10 et 20k€
52242,Haute-Amance,"Entre 0 et 2,5 k€"
52243,Huilliécourt,Pas de sinistre répertorié à CCR
52244,Humbécourt,"Entre 2,5 et 5 k€"
52245,Humberville,Pas de sinistre répertorié à CCR
52246,Humes-Jorquenay,Pas de sinistre répertorié à CCR
52247,Illoud,Pas de sinistre répertorié à CCR
52248,Is-en-Bassigny,Pas de sinistre répertorié à CCR
52249,Isômes,Pas de sinistre répertorié à CCR
52250,Joinville,Pas de sinistre répertorié à CCR
52251,Jonchery,Entre 5 et 10 k€
52253,Juzennecourt,Pas de sinistre répertorié à CCR
52254,Lachapelle-en-Blaisy,Pas de sinistre répertorié à CCR
52256,Lafauche,Pas de sinistre répertorié à CCR
52257,Laferté-sur-Amance,Pas de sinistre répertorié à CCR
52258,Laferté-sur-Aube,Pas de sinistre répertorié à CCR
52260,Lamancine,Pas de sinistre répertorié à CCR
52264,Laneuvelle,Pas de sinistre répertorié à CCR
52265,Bayard-sur-Marne,Pas de sinistre répertorié à CCR
52266,Laneuville-à-Rémy,Pas de sinistre répertorié à CCR
52267,Laneuville-au-Pont,Plus de 20 k€
52269,Langres,"Entre 2,5 et 5 k€"
52271,Lanques-sur-Rognon,Pas de sinistre répertorié à CCR
52272,Lanty-sur-Aube,Pas de sinistre répertorié à CCR
52273,Larivière-Arnoncourt,Pas de sinistre répertorié à CCR
52274,Latrecey-Ormoy-sur-Aube,Pas de sinistre répertorié à CCR
52275,Lavernoy,Pas de sinistre répertorié à CCR
52276,Laville-aux-Bois,Pas de sinistre répertorié à CCR
52277,Lavilleneuve,Pas de sinistre répertorié à CCR
52278,Lavilleneuve-au-Roi,Pas de sinistre répertorié à CCR
52280,Lecey,"Entre 0 et 2,5 k€"
52282,Leffonds,Pas de sinistre répertorié à CCR
52284,Leschères-sur-le-Blaiseron,Pas de sinistre répertorié à CCR
52285,Leuchey,Pas de sinistre répertorié à CCR
52286,Leurville,Pas de sinistre répertorié à CCR
52287,Levécourt,Pas de sinistre répertorié à CCR
52288,Lezéville,Pas de sinistre répertorié à CCR
52289,Liffol-le-Petit,Pas de sinistre répertorié à CCR
52290,Les Loges,Pas de sinistre répertorié à CCR
52291,Longchamp,Pas de sinistre répertorié à CCR
52292,Longeau-Percey,Plus de 20 k€
52294,Louvemont,Plus de 20 k€
52295,Louvières,Pas de sinistre répertorié à CCR
52297,Luzy-sur-Marne,Pas de sinistre répertorié à CCR
52298,Maâtz,Pas de sinistre répertorié à CCR
52300,Magneux,Entre 10 et 20k€
52301,Maisoncelles,Pas de sinistre répertorié à CCR
52302,Maizières,Pas de sinistre répertorié à CCR
52303,Maizières-sur-Amance,"Entre 0 et 2,5 k€"
52304,Malaincourt-sur-Meuse,Pas de sinistre répertorié à CCR
52305,Mandres-la-Côte,Pas de sinistre répertorié à CCR
52306,Manois,Pas de sinistre répertorié à CCR
52307,Marac,Pas de sinistre répertorié à CCR
52308,Maranville,Entre 10 et 20k€
52310,Marbéville,Pas de sinistre répertorié à CCR
52311,Marcilly-en-Bassigny,"Entre 0 et 2,5 k€"
52312,Mardor,Pas de sinistre répertorié à CCR
52313,Mareilles,Pas de sinistre répertorié à CCR
52315,Marnay-sur-Marne,Pas de sinistre répertorié à CCR
52316,Mathons,"Entre 0 et 2,5 k€"
52318,Melay,Pas de sinistre répertorié à CCR
52319,Mennouveaux,Pas de sinistre répertorié à CCR
52320,Merrey,Entre 5 et 10 k€
52321,Mertrud,Pas de sinistre répertorié à CCR
52322,Meures,Pas de sinistre répertorié à CCR
52325,Millières,Pas de sinistre répertorié à CCR
52326,Mirbel,Pas de sinistre répertorié à CCR
52327,Moëslains,"Entre 2,5 et 5 k€"
52328,Montcharvot,Pas de sinistre répertorié à CCR
52330,Montheries,Pas de sinistre répertorié à CCR
52331,La Porte du Der,Plus de 20 k€
52332,Val-de-Meuse,"Entre 0 et 2,5 k€"
52335,Montot-sur-Rognon,Pas de sinistre répertorié à CCR
52336,Montreuil-sur-Blaise,Pas de sinistre répertorié à CCR
52337,Montreuil-sur-Thonnance,Pas de sinistre répertorié à CCR
52341,Morancourt,Pas de sinistre répertorié à CCR
52342,Morionvilliers,Pas de sinistre répertorié à CCR
52344,Mouilleron,Pas de sinistre répertorié à CCR
52346,Mussey-sur-Marne,Pas de sinistre répertorié à CCR
52347,Narcy,Plus de 20 k€
52348,Neuilly-l'Évêque,Entre 10 et 20k€
52349,Neuilly-sur-Suize,Pas de sinistre répertorié à CCR
52350,Neuvelle-lès-Voisey,Pas de sinistre répertorié à CCR
52352,Ninville,Pas de sinistre répertorié à CCR
52353,Nogent,Pas de sinistre répertorié à CCR
52354,Noidant-Chatenoy,"Entre 0 et 2,5 k€"
52355,Noidant-le-Rocheux,Pas de sinistre répertorié à CCR
52356,Nomécourt,"Entre 0 et 2,5 k€"
52357,Noncourt-sur-le-Rongeant,Pas de sinistre répertorié à CCR
52358,Noyers,Pas de sinistre répertorié à CCR
52359,Nully,Pas de sinistre répertorié à CCR
52360,Occey,Pas de sinistre répertorié à CCR
52362,Orbigny-au-Mont,Pas de sinistre répertorié à CCR
52363,Orbigny-au-Val,"Entre 0 et 2,5 k€"
52364,Orcevaux,Pas de sinistre répertorié à CCR
52365,Orges,Pas de sinistre répertorié à CCR
52366,Ormancey,Pas de sinistre répertorié à CCR
52367,Ormoy-lès-Sexfontaines,Pas de sinistre répertorié à CCR
52369,Orquevaux,Pas de sinistre répertorié à CCR
52370,Osne-le-Val,Pas de sinistre répertorié à CCR
52371,Oudincourt,Pas de sinistre répertorié à CCR
52372,Outremécourt,Pas de sinistre répertorié à CCR
52373,Ozières,Pas de sinistre répertorié à CCR
52374,Le Pailly,Entre 5 et 10 k€
52375,Palaiseul,"Entre 2,5 et 5 k€"
52376,Pansey,Entre 5 et 10 k€
52377,Parnoy-en-Bassigny,Plus de 20 k€
52378,Paroy-sur-Saulx,Pas de sinistre répertorié à CCR
52380,Peigney,"Entre 2,5 et 5 k€"
52383,Perrancey-les-Vieux-Moulins,Pas de sinistre répertorié à CCR
52384,Perrogney-les-Fontaines,Pas de sinistre répertorié à CCR
52385,Perrusse,Pas de sinistre répertorié à CCR
52386,Perthes,Pas de sinistre répertorié à CCR
52388,Pierremont-sur-Amance,"Entre 2,5 et 5 k€"
52390,Pisseloup,Pas de sinistre répertorié à CCR
52391,Planrupt,Entre 10 et 20k€
52392,Plesnoy,"Entre 0 et 2,5 k€"
52393,Poinsenot,Pas de sinistre répertorié à CCR
52394,Poinson-lès-Fayl,"Entre 0 et 2,5 k€"
52395,Poinson-lès-Grancey,Pas de sinistre répertorié à CCR
52396,Poinson-lès-Nogent,"Entre 2,5 et 5 k€"
52397,Poiseul,Pas de sinistre répertorié à CCR
52398,Poissons,Plus de 20 k€
52399,Pont-la-Ville,Pas de sinistre répertorié à CCR
52400,Le Châtelet-sur-Meuse,Pas de sinistre répertorié à CCR
52401,Poulangy,Pas de sinistre répertorié à CCR
52403,Praslay,Pas de sinistre répertorié à CCR
52405,Le Montsaugeonnais,"Entre 0 et 2,5 k€"
52406,Pressigny,Pas de sinistre répertorié à CCR
52407,Prez-sous-Lafauche,Pas de sinistre répertorié à CCR
52411,Rives Dervoises,Entre 10 et 20k€
52413,Rachecourt-Suzémont,Pas de sinistre répertorié à CCR
52414,Rachecourt-sur-Marne,Pas de sinistre répertorié à CCR
52415,Rançonnières,Pas de sinistre répertorié à CCR
52416,Rangecourt,Pas de sinistre répertorié à CCR
52419,Rennepont,Pas de sinistre répertorié à CCR
52420,Reynel,Pas de sinistre répertorié à CCR
52421,Riaucourt,Entre 5 et 10 k€
52422,Richebourg,Pas de sinistre répertorié à CCR
52423,Rimaucourt,Pas de sinistre répertorié à CCR
52424,Rivières-le-Bois,Entre 10 et 20k€
52425,Rivière-les-Fosses,Pas de sinistre répertorié à CCR
52426,Rizaucourt-Buchey,Pas de sinistre répertorié à CCR
52428,Rochefort-sur-la-Côte,Pas de sinistre répertorié à CCR
52429,Roches-sur-Marne,"Entre 0 et 2,5 k€"
52431,Rochetaillée,Pas de sinistre répertorié à CCR
52432,Rolampont,Plus de 20 k€
52433,Romain-sur-Meuse,Pas de sinistre répertorié à CCR
52436,Rouécourt,Pas de sinistre répertorié à CCR
52437,Rouelles,Pas de sinistre répertorié à CCR
52438,Rougeux,Pas de sinistre répertorié à CCR
52439,Rouvres-sur-Aube,Pas de sinistre répertorié à CCR
52440,Rouvroy-sur-Marne,Pas de sinistre répertorié à CCR
52442,Rupt,Pas de sinistre répertorié à CCR
52443,Sailly,Pas de sinistre répertorié à CCR
52444,Saint-Blin,Pas de sinistre répertorié à CCR
52445,Saint-Broingt-le-Bois,Pas de sinistre répertorié à CCR
52446,Saint-Broingt-les-Fosses,Pas de sinistre répertorié à CCR
52447,Saint-Ciergues,Pas de sinistre répertorié à CCR
52448,Saint-Dizier,"Entre 2,5 et 5 k€"
52449,Saints-Geosmes,Pas de sinistre répertorié à CCR
52450,Saint-Loup-sur-Aujon,Pas de sinistre répertorié à CCR
52452,Saint-Martin-lès-Langres,Pas de sinistre répertorié à CCR
52453,Saint-Maurice,Pas de sinistre répertorié à CCR
52455,Saint-Thiébault,"Entre 0 et 2,5 k€"
52456,Saint-Urbain-Maconcourt,Pas de sinistre répertorié à CCR
52457,Saint-Vallier-sur-Marne,Pas de sinistre répertorié à CCR
52459,Sarcey,Pas de sinistre répertorié à CCR
52461,Sarrey,"Entre 0 et 2,5 k€"
52463,Saudron,"Entre 0 et 2,5 k€"
52464,Saulles,Pas de sinistre répertorié à CCR
52465,Saulxures,Pas de sinistre répertorié à CCR
52467,Savigny,Pas de sinistre répertorié à CCR
52468,Semilly,Pas de sinistre répertorié à CCR
52469,Semoutiers-Montsaon,Pas de sinistre répertorié à CCR
52470,Serqueux,Pas de sinistre répertorié à CCR
52472,Sexfontaines,Pas de sinistre répertorié à CCR
52473,Signéville,Pas de sinistre répertorié à CCR
52474,Silvarouvres,Entre 5 et 10 k€
52475,Sommancourt,"Entre 0 et 2,5 k€"
52476,Sommerécourt,Entre 10 et 20k€
52479,Sommevoire,Pas de sinistre répertorié à CCR
52480,Soncourt-sur-Marne,Pas de sinistre répertorié à CCR
52482,Soulaucourt-sur-Mouzon,Pas de sinistre répertorié à CCR
52483,Soyers,"Entre 0 et 2,5 k€"
52484,Suzannecourt,Pas de sinistre répertorié à CCR
52486,Ternat,Pas de sinistre répertorié à CCR
52487,Thilleux,"Entre 0 et 2,5 k€"
52488,Thivet,Pas de sinistre répertorié à CCR
52489,Thol-lès-Millières,Pas de sinistre répertorié à CCR
52490,Thonnance-lès-Joinville,Pas de sinistre répertorié à CCR
52491,Thonnance-les-Moulins,Pas de sinistre répertorié à CCR
52492,Torcenay,Entre 10 et 20k€
52493,Tornay,Pas de sinistre répertorié à CCR
52494,Treix,Pas de sinistre répertorié à CCR
52495,Trémilly,Pas de sinistre répertorié à CCR
52497,Troisfontaines-la-Ville,Entre 10 et 20k€
52499,Vaillant,Pas de sinistre répertorié à CCR
52500,Valcourt,Entre 5 et 10 k€
52502,Valleret,"Entre 0 et 2,5 k€"
52503,Valleroy,Pas de sinistre répertorié à CCR
52504,Varennes-sur-Amance,Entre 10 et 20k€
52505,Vaudrecourt,Pas de sinistre répertorié à CCR
52506,Vaudrémont,Pas de sinistre répertorié à CCR
52507,Vauxbons,Pas de sinistre répertorié à CCR
52510,Vaux-sur-Blaise,Pas de sinistre répertorié à CCR
52511,Vaux-sur-Saint-Urbain,Pas de sinistre répertorié à CCR
52512,Vecqueville,Entre 5 et 10 k€
52513,Velles,Pas de sinistre répertorié à CCR
52514,Verbiesles,Pas de sinistre répertorié à CCR
52515,Verseilles-le-Bas,Pas de sinistre répertorié à CCR
52516,Verseilles-le-Haut,"Entre 0 et 2,5 k€"
52517,Vesaignes-sous-Lafauche,Pas de sinistre répertorié à CCR
52518,Vesaignes-sur-Marne,Pas de sinistre répertorié à CCR
52519,Vesvres-sous-Chalancey,Pas de sinistre répertorié à CCR
52520,Vicq,Pas de sinistre répertorié à CCR
52522,Viéville,Pas de sinistre répertorié à CCR
52523,Vignes-la-Côte,Pas de sinistre répertorié à CCR
52524,Vignory,"Entre 0 et 2,5 k€"
52525,Villars-en-Azois,Pas de sinistre répertorié à CCR
52526,Villars-Santenoge,Pas de sinistre répertorié à CCR
52528,Ville-en-Blaisois,Pas de sinistre répertorié à CCR
52529,Villegusien-le-Lac,Entre 5 et 10 k€
52534,Villiers-en-Lieu,Entre 10 et 20k€
52535,Villiers-le-Sec,Pas de sinistre répertorié à CCR
52536,Villiers-lès-Aprey,Pas de sinistre répertorié à CCR
52538,Villiers-sur-Suize,Pas de sinistre répertorié à CCR
52539,Violot,Pas de sinistre répertorié à CCR
52540,Vitry-en-Montagne,Pas de sinistre répertorié à CCR
52541,Vitry-lès-Nogent,Pas de sinistre répertorié à CCR
52542,Vivey,Pas de sinistre répertorié à CCR
52543,Voillecomte,Plus de 20 k€
52544,Voisey,Pas de sinistre répertorié à CCR
52545,Voisines,Pas de sinistre répertorié à CCR
52546,Voncourt,Pas de sinistre répertorié à CCR
52547,Vouécourt,Pas de sinistre répertorié à CCR
52548,Vraincourt,Pas de sinistre répertorié à CCR
52549,Vroncourt-la-Côte,Pas de sinistre répertorié à CCR
52550,Wassy,Entre 10 et 20k€
53001,Ahuillé,Pas de sinistre répertorié à CCR
53002,Alexain,Pas de sinistre répertorié à CCR
53003,Ambrières-les-Vallées,Pas de sinistre répertorié à CCR
53005,Andouillé,Pas de sinistre répertorié à CCR
53007,Argentré,Pas de sinistre répertorié à CCR
53008,Aron,Pas de sinistre répertorié à CCR
53009,Arquenay,Pas de sinistre répertorié à CCR
53010,Assé-le-Bérenger,Pas de sinistre répertorié à CCR
53011,Astillé,Pas de sinistre répertorié à CCR
53012,Athée,Pas de sinistre répertorié à CCR
53013,Averton,Pas de sinistre répertorié à CCR
53015,La Baconnière,Pas de sinistre répertorié à CCR
53016,Bais,Pas de sinistre répertorié à CCR
53017,Val-du-Maine,Pas de sinistre répertorié à CCR
53018,Ballots,Pas de sinistre répertorié à CCR
53019,Bannes,Pas de sinistre répertorié à CCR
53021,La Bazoge-Montpinçon,Pas de sinistre répertorié à CCR
53022,La Bazouge-de-Chemeré,Pas de sinistre répertorié à CCR
53023,La Bazouge-des-Alleux,Pas de sinistre répertorié à CCR
53025,Bazougers,Pas de sinistre répertorié à CCR
53026,Beaulieu-sur-Oudon,Pas de sinistre répertorié à CCR
53027,Beaumont-Pied-de-Boeuf,Entre 5 et 10 k€
53028,Belgeard,Pas de sinistre répertorié à CCR
53029,Bierné-les-Villages,Pas de sinistre répertorié à CCR
53030,Le Bignon-du-Maine,Pas de sinistre répertorié à CCR
53031,La Bigottière,Pas de sinistre répertorié à CCR
53033,La Boissière,Pas de sinistre répertorié à CCR
53034,Bonchamp-lès-Laval,Pas de sinistre répertorié à CCR
53035,Bouchamps-lès-Craon,Pas de sinistre répertorié à CCR
53036,Bouère,Pas de sinistre répertorié à CCR
53037,Bouessay,Pas de sinistre répertorié à CCR
53038,Boulay-les-Ifs,Pas de sinistre répertorié à CCR
53039,Le Bourgneuf-la-Forêt,Pas de sinistre répertorié à CCR
53040,Bourgon,Pas de sinistre répertorié à CCR
53041,Brains-sur-les-Marches,Pas de sinistre répertorié à CCR
53042,Brecé,Pas de sinistre répertorié à CCR
53043,Brée,Pas de sinistre répertorié à CCR
53045,La Brûlatte,Pas de sinistre répertorié à CCR
53046,Le Buret,Pas de sinistre répertorié à CCR
53047,Carelles,Pas de sinistre répertorié à CCR
53048,Chailland,Pas de sinistre répertorié à CCR
53049,Châlons-du-Maine,Pas de sinistre répertorié à CCR
53051,Champéon,Pas de sinistre répertorié à CCR
53052,Champfrémont,Pas de sinistre répertorié à CCR
53053,Champgenéteux,Pas de sinistre répertorié à CCR
53054,Changé,Pas de sinistre répertorié à CCR
53055,Chantrigné,Pas de sinistre répertorié à CCR
53056,La Chapelle-Anthenaise,Pas de sinistre répertorié à CCR
53057,La Chapelle-au-Riboul,Pas de sinistre répertorié à CCR
53058,La Chapelle-Craonnaise,Pas de sinistre répertorié à CCR
53059,La Chapelle-Rainsouin,Pas de sinistre répertorié à CCR
53061,Charchigné,Pas de sinistre répertorié à CCR
53062,Château-Gontier-sur-Mayenne,Pas de sinistre répertorié à CCR
53063,Châtelain,Pas de sinistre répertorié à CCR
53064,Châtillon-sur-Colmont,Pas de sinistre répertorié à CCR
53066,Chemazé,Pas de sinistre répertorié à CCR
53067,Chémeré-le-Roi,Pas de sinistre répertorié à CCR
53068,Chérancé,Pas de sinistre répertorié à CCR
53069,Chevaigné-du-Maine,Pas de sinistre répertorié à CCR
53071,Colombiers-du-Plessis,Pas de sinistre répertorié à CCR
53072,Commer,Pas de sinistre répertorié à CCR
53073,Congrier,Pas de sinistre répertorié à CCR
53074,Contest,Pas de sinistre répertorié à CCR
53075,Cosmes,Pas de sinistre répertorié à CCR
53076,Cossé-en-Champagne,Pas de sinistre répertorié à CCR
53077,Cossé-le-Vivien,Pas de sinistre répertorié à CCR
53078,Coudray,Pas de sinistre répertorié à CCR
53079,Couesmes-Vaucé,Pas de sinistre répertorié à CCR
53080,Couptrain,Pas de sinistre répertorié à CCR
53082,Courbeveille,Pas de sinistre répertorié à CCR
53083,Courcité,Pas de sinistre répertorié à CCR
53084,Craon,Pas de sinistre répertorié à CCR
53085,Crennes-sur-Fraubée,Pas de sinistre répertorié à CCR
53086,La Croixille,Pas de sinistre répertorié à CCR
53087,La Cropte,Pas de sinistre répertorié à CCR
53088,Cuillé,Pas de sinistre répertorié à CCR
53089,Daon,Pas de sinistre répertorié à CCR
53090,Denazé,Pas de sinistre répertorié à CCR
53091,Désertines,Pas de sinistre répertorié à CCR
53093,La Dorée,Pas de sinistre répertorié à CCR
53094,Entrammes,Pas de sinistre répertorié à CCR
53096,Ernée,Pas de sinistre répertorié à CCR
53097,Évron,Pas de sinistre répertorié à CCR
53098,Fontaine-Couverte,Pas de sinistre répertorié à CCR
53099,Forcé,Pas de sinistre répertorié à CCR
53100,Fougerolles-du-Plessis,Pas de sinistre répertorié à CCR
53101,Fromentières,Pas de sinistre répertorié à CCR
53102,Gastines,Pas de sinistre répertorié à CCR
53103,Le Genest-Saint-Isle,Entre 10 et 20k€
53104,Gennes-Longuefuye,Pas de sinistre répertorié à CCR
53105,Gesnes,Pas de sinistre répertorié à CCR
53106,Gesvres,Pas de sinistre répertorié à CCR
53107,Gorron,Pas de sinistre répertorié à CCR
53108,La Gravelle,Pas de sinistre répertorié à CCR
53109,Grazay,Pas de sinistre répertorié à CCR
53110,Grez-en-Bouère,Pas de sinistre répertorié à CCR
53111,La Haie-Traversaine,Pas de sinistre répertorié à CCR
53112,Le Ham,Pas de sinistre répertorié à CCR
53113,Hambers,Pas de sinistre répertorié à CCR
53114,Hardanges,Pas de sinistre répertorié à CCR
53115,Hercé,Pas de sinistre répertorié à CCR
53116,Le Horps,Pas de sinistre répertorié à CCR
53117,Houssay,Pas de sinistre répertorié à CCR
53118,Le Housseau-Brétignolles,Pas de sinistre répertorié à CCR
53119,L'Huisserie,Pas de sinistre répertorié à CCR
53120,Izé,Pas de sinistre répertorié à CCR
