code_insee,commune,cout_moyen_secheresse
83040,Châteauvieux,Pas de sinistre répertorié à CCR
83041,Claviers,Plus de 20 k€
83042,Cogolin,Pas de sinistre répertorié à CCR
83043,Collobrières,Pas de sinistre répertorié à CCR
83044,Comps-sur-Artuby,Pas de sinistre répertorié à CCR
83045,Correns,Pas de sinistre répertorié à CCR
83046,Cotignac,Plus de 20 k€
83047,La Crau,Entre 10 et 20k€
83048,La Croix-Valmer,Pas de sinistre répertorié à CCR
83049,Cuers,Plus de 20 k€
83050,Draguignan,Plus de 20 k€
83051,Entrecasteaux,Plus de 20 k€
83052,Esparron,Pas de sinistre répertorié à CCR
83053,Évenos,Plus de 20 k€
83054,La Farlède,Entre 10 et 20k€
83055,Fayence,Plus de 20 k€
83056,Figanières,Plus de 20 k€
83057,Flassans-sur-Issole,Entre 10 et 20k€
83058,Flayosc,Plus de 20 k€
83059,Forcalqueiret,Plus de 20 k€
83060,Fox-Amphoux,Entre 5 et 10 k€
83061,Fréjus,Entre 10 et 20k€
83062,La Garde,Entre 10 et 20k€
83063,La Garde-Freinet,Pas de sinistre répertorié à CCR
83064,Garéoult,Plus de 20 k€
83065,Gassin,Pas de sinistre répertorié à CCR
83066,Ginasservis,Plus de 20 k€
83067,Gonfaron,"Entre 2,5 et 5 k€"
83068,Grimaud,Pas de sinistre répertorié à CCR
83069,Hyères,Entre 10 et 20k€
83070,Le Lavandou,Pas de sinistre répertorié à CCR
83071,La Londe-les-Maures,Entre 5 et 10 k€
83072,Lorgues,Plus de 20 k€
83073,Le Luc,Entre 10 et 20k€
83074,La Martre,Pas de sinistre répertorié à CCR
83075,Les Mayons,"Entre 0 et 2,5 k€"
83076,Mazaugues,Entre 10 et 20k€
83077,Méounes-lès-Montrieux,Plus de 20 k€
83078,Moissac-Bellevue,Pas de sinistre répertorié à CCR
83079,La Môle,Pas de sinistre répertorié à CCR
83080,Mons,Entre 10 et 20k€
83081,Montauroux,Plus de 20 k€
83082,Montferrat,Plus de 20 k€
83083,Montfort-sur-Argens,Pas de sinistre répertorié à CCR
83084,Montmeyan,Entre 10 et 20k€
83085,La Motte,Pas de sinistre répertorié à CCR
83086,Le Muy,Entre 10 et 20k€
83087,Nans-les-Pins,Entre 10 et 20k€
83088,Néoules,Plus de 20 k€
83089,Ollières,Plus de 20 k€
83090,Ollioules,Entre 10 et 20k€
83091,Pierrefeu-du-Var,Entre 10 et 20k€
83092,Pignans,Pas de sinistre répertorié à CCR
83093,Plan-d'Aups-Sainte-Baume,Plus de 20 k€
83094,Le Plan-de-la-Tour,Pas de sinistre répertorié à CCR
83095,Pontevès,Entre 10 et 20k€
83096,Pourcieux,Entre 5 et 10 k€
83097,Pourrières,Entre 10 et 20k€
83098,Le Pradet,Entre 10 et 20k€
83099,Puget-sur-Argens,Pas de sinistre répertorié à CCR
83100,Puget-Ville,"Entre 2,5 et 5 k€"
83101,Ramatuelle,Pas de sinistre répertorié à CCR
83102,Régusse,Plus de 20 k€
83103,Le Revest-les-Eaux,Entre 10 et 20k€
83104,Rians,Plus de 20 k€
83105,Riboux,Pas de sinistre répertorié à CCR
83106,Rocbaron,Entre 5 et 10 k€
83107,Roquebrune-sur-Argens,Plus de 20 k€
83108,La Roquebrussanne,Entre 10 et 20k€
83109,La Roque-Esclapon,Plus de 20 k€
83110,Rougiers,Plus de 20 k€
83111,Sainte-Anastasie-sur-Issole,Entre 10 et 20k€
83112,Saint-Cyr-sur-Mer,Pas de sinistre répertorié à CCR
83113,Saint-Julien,Entre 10 et 20k€
83114,Saint-Martin-de-Pallières,Pas de sinistre répertorié à CCR
83115,Sainte-Maxime,Pas de sinistre répertorié à CCR
83116,Saint-Maximin-la-Sainte-Baume,Plus de 20 k€
83117,Saint-Paul-en-Forêt,Entre 5 et 10 k€
83118,Saint-Raphaël,Plus de 20 k€
83119,Saint-Tropez,Pas de sinistre répertorié à CCR
83120,Saint-Zacharie,Plus de 20 k€
83121,Salernes,Plus de 20 k€
83122,Les Salles-sur-Verdon,Pas de sinistre répertorié à CCR
83123,Sanary-sur-Mer,Entre 10 et 20k€
83124,Seillans,Plus de 20 k€
83125,Seillons-Source-d'Argens,Plus de 20 k€
83126,La Seyne-sur-Mer,Entre 5 et 10 k€
83127,Signes,Pas de sinistre répertorié à CCR
83128,Sillans-la-Cascade,Pas de sinistre répertorié à CCR
83129,Six-Fours-les-Plages,Entre 10 et 20k€
83130,Solliès-Pont,Plus de 20 k€
83131,Solliès-Toucas,Entre 10 et 20k€
83132,Solliès-Ville,Entre 10 et 20k€
83133,Tanneron,Pas de sinistre répertorié à CCR
83134,Taradeau,Entre 5 et 10 k€
83135,Tavernes,Entre 10 et 20k€
83136,Le Thoronet,Entre 10 et 20k€
83137,Toulon,Entre 10 et 20k€
83138,Tourrettes,Plus de 20 k€
83139,Tourtour,Plus de 20 k€
83140,Tourves,Plus de 20 k€
83141,Trans-en-Provence,Entre 10 et 20k€
83142,Trigance,Pas de sinistre répertorié à CCR
83143,Le Val,Plus de 20 k€
83144,La Valette-du-Var,Plus de 20 k€
83145,Varages,Entre 10 et 20k€
83146,La Verdière,Plus de 20 k€
83147,Vérignon,Pas de sinistre répertorié à CCR
83148,Vidauban,Plus de 20 k€
83149,Villecroze,Plus de 20 k€
83150,Vinon-sur-Verdon,Pas de sinistre répertorié à CCR
83151,Vins-sur-Caramy,Plus de 20 k€
83152,Rayol-Canadel-sur-Mer,Pas de sinistre répertorié à CCR
83153,Saint-Mandrier-sur-Mer,Pas de sinistre répertorié à CCR
83154,Saint-Antonin-du-Var,Plus de 20 k€
84001,Althen-des-Paluds,Pas de sinistre répertorié à CCR
84002,Ansouis,Plus de 20 k€
84003,Apt,Plus de 20 k€
84004,Aubignan,Entre 10 et 20k€
84005,Aurel,Pas de sinistre répertorié à CCR
84006,Auribeau,Pas de sinistre répertorié à CCR
84007,Avignon,Entre 5 et 10 k€
84008,Le Barroux,Plus de 20 k€
84009,La Bastide-des-Jourdans,Plus de 20 k€
84010,La Bastidonne,Pas de sinistre répertorié à CCR
84011,Le Beaucet,Entre 10 et 20k€
84012,Beaumes-de-Venise,Entre 10 et 20k€
84013,Beaumettes,Pas de sinistre répertorié à CCR
84014,Beaumont-de-Pertuis,Plus de 20 k€
84015,Beaumont-du-Ventoux,Pas de sinistre répertorié à CCR
84016,Bédarrides,Entre 10 et 20k€
84017,Bédoin,Plus de 20 k€
84018,Blauvac,Plus de 20 k€
84019,Bollène,Plus de 20 k€
84020,Bonnieux,Entre 10 et 20k€
84021,Brantes,Pas de sinistre répertorié à CCR
84022,Buisson,"Entre 2,5 et 5 k€"
84023,Buoux,Pas de sinistre répertorié à CCR
84024,Cabrières-d'Aigues,Entre 10 et 20k€
84025,Cabrières-d'Avignon,Pas de sinistre répertorié à CCR
84026,Cadenet,Plus de 20 k€
84027,Caderousse,Entre 5 et 10 k€
84028,Cairanne,Plus de 20 k€
84029,Camaret-sur-Aigues,Entre 5 et 10 k€
84030,Caromb,Plus de 20 k€
84031,Carpentras,Entre 5 et 10 k€
84032,Caseneuve,Plus de 20 k€
84033,Castellet-en-Luberon,Pas de sinistre répertorié à CCR
84034,Caumont-sur-Durance,Plus de 20 k€
84035,Cavaillon,Entre 10 et 20k€
84036,Châteauneuf-de-Gadagne,Plus de 20 k€
84037,Châteauneuf-du-Pape,Entre 10 et 20k€
84038,Cheval-Blanc,Pas de sinistre répertorié à CCR
84039,Courthézon,Plus de 20 k€
84040,Crestet,Plus de 20 k€
84041,Crillon-le-Brave,Pas de sinistre répertorié à CCR
84042,Cucuron,Entre 5 et 10 k€
84043,Entraigues-sur-la-Sorgue,Entre 10 et 20k€
84044,Entrechaux,Plus de 20 k€
84045,Faucon,Entre 10 et 20k€
84046,Flassan,Plus de 20 k€
84047,Gargas,Plus de 20 k€
84048,Gignac,Pas de sinistre répertorié à CCR
84049,Gigondas,Plus de 20 k€
84050,Gordes,Plus de 20 k€
84051,Goult,Plus de 20 k€
84052,Grambois,Plus de 20 k€
84053,Grillon,Plus de 20 k€
84054,L'Isle-sur-la-Sorgue,Plus de 20 k€
84055,Jonquerettes,Plus de 20 k€
84056,Jonquières,Plus de 20 k€
84057,Joucas,Entre 10 et 20k€
84058,Lacoste,Pas de sinistre répertorié à CCR
84059,Lafare,"Entre 0 et 2,5 k€"
84060,Lagarde-d'Apt,Pas de sinistre répertorié à CCR
84061,Lagarde-Paréol,Entre 5 et 10 k€
84062,Lagnes,Entre 10 et 20k€
84063,Lamotte-du-Rhône,Pas de sinistre répertorié à CCR
84064,Lapalud,Pas de sinistre répertorié à CCR
84065,Lauris,Pas de sinistre répertorié à CCR
84066,Lioux,Plus de 20 k€
84067,Loriol-du-Comtat,Entre 5 et 10 k€
84068,Lourmarin,Pas de sinistre répertorié à CCR
84069,Malaucène,Plus de 20 k€
84070,Malemort-du-Comtat,Plus de 20 k€
84071,Maubec,Pas de sinistre répertorié à CCR
84072,Mazan,Plus de 20 k€
84073,Ménerbes,"Entre 0 et 2,5 k€"
84074,Mérindol,Plus de 20 k€
84075,Méthamis,Plus de 20 k€
84076,Mirabeau,Pas de sinistre répertorié à CCR
84077,Modène,Plus de 20 k€
84078,Mondragon,Entre 10 et 20k€
84079,Monieux,Entre 5 et 10 k€
84080,Monteux,Entre 10 et 20k€
84081,Morières-lès-Avignon,Pas de sinistre répertorié à CCR
84082,Mormoiron,Plus de 20 k€
84083,Mornas,Entre 5 et 10 k€
84084,La Motte-d'Aigues,Pas de sinistre répertorié à CCR
84085,Murs,Plus de 20 k€
84086,Oppède,Plus de 20 k€
84087,Orange,Entre 10 et 20k€
84088,Pernes-les-Fontaines,Plus de 20 k€
84089,Pertuis,Pas de sinistre répertorié à CCR
84090,Peypin-d'Aigues,Plus de 20 k€
84091,Piolenc,Plus de 20 k€
84092,Le Pontet,Entre 10 et 20k€
84093,Puget,Plus de 20 k€
84094,Puyméras,"Entre 2,5 et 5 k€"
84095,Puyvert,Pas de sinistre répertorié à CCR
84096,Rasteau,Plus de 20 k€
84097,Richerenches,Plus de 20 k€
84098,Roaix,Pas de sinistre répertorié à CCR
84099,Robion,Plus de 20 k€
84100,La Roque-Alric,Entre 10 et 20k€
84101,La Roque-sur-Pernes,Plus de 20 k€
84102,Roussillon,Plus de 20 k€
84103,Rustrel,Plus de 20 k€
84104,Sablet,"Entre 2,5 et 5 k€"
84105,Saignon,Plus de 20 k€
84106,Sainte-Cécile-les-Vignes,Entre 5 et 10 k€
84107,Saint-Christol,Pas de sinistre répertorié à CCR
84108,Saint-Didier,"Entre 2,5 et 5 k€"
84109,Saint-Hippolyte-le-Graveyron,Plus de 20 k€
84110,Saint-Léger-du-Ventoux,Pas de sinistre répertorié à CCR
84111,Saint-Marcellin-lès-Vaison,Plus de 20 k€
84112,Saint-Martin-de-Castillon,Plus de 20 k€
84113,Saint-Martin-de-la-Brasque,Plus de 20 k€
84114,Saint-Pantaléon,"Entre 2,5 et 5 k€"
84115,Saint-Pierre-de-Vassols,Entre 10 et 20k€
84116,Saint-Romain-en-Viennois,Pas de sinistre répertorié à CCR
84117,Saint-Roman-de-Malegarde,Pas de sinistre répertorié à CCR
84118,Saint-Saturnin-lès-Apt,Plus de 20 k€
84119,Saint-Saturnin-lès-Avignon,Entre 10 et 20k€
84120,Saint-Trinit,Pas de sinistre répertorié à CCR
84121,Sannes,Pas de sinistre répertorié à CCR
84122,Sarrians,Entre 10 et 20k€
84123,Sault,Pas de sinistre répertorié à CCR
84124,Saumane-de-Vaucluse,Pas de sinistre répertorié à CCR
84125,Savoillan,Pas de sinistre répertorié à CCR
84126,Séguret,Entre 10 et 20k€
84127,Sérignan-du-Comtat,Entre 10 et 20k€
84128,Sivergues,Pas de sinistre répertorié à CCR
84129,Sorgues,Pas de sinistre répertorié à CCR
84130,Suzette,Plus de 20 k€
84131,Taillades,Pas de sinistre répertorié à CCR
84132,Le Thor,Entre 10 et 20k€
84133,La Tour-d'Aigues,Pas de sinistre répertorié à CCR
84134,Travaillan,Entre 5 et 10 k€
84135,Uchaux,Entre 5 et 10 k€
84136,Vacqueyras,Plus de 20 k€
84137,Vaison-la-Romaine,Entre 10 et 20k€
84138,Valréas,Entre 10 et 20k€
84139,Fontaine-de-Vaucluse,Pas de sinistre répertorié à CCR
84140,Vaugines,Pas de sinistre répertorié à CCR
84141,Vedène,Plus de 20 k€
84142,Velleron,Plus de 20 k€
84143,Venasque,Entre 10 et 20k€
84144,Viens,Plus de 20 k€
84145,Villars,Plus de 20 k€
84146,Villedieu,Plus de 20 k€
84147,Villelaure,Plus de 20 k€
84148,Villes-sur-Auzon,Plus de 20 k€
84149,Violès,Entre 10 et 20k€
84150,Visan,Plus de 20 k€
84151,Vitrolles-en-Lubéron,Plus de 20 k€
85001,L'Aiguillon-la-Presqu'île,"Entre 2,5 et 5 k€"
85002,L'Aiguillon-sur-Vie,Pas de sinistre répertorié à CCR
85003,Aizenay,"Entre 2,5 et 5 k€"
85004,Angles,Plus de 20 k€
85005,Antigny,Pas de sinistre répertorié à CCR
85006,Apremont,Pas de sinistre répertorié à CCR
85008,Aubigny-Les Clouzeaux,Entre 5 et 10 k€
85009,Auchay-sur-Vendée,"Entre 2,5 et 5 k€"
85010,Avrillé,Pas de sinistre répertorié à CCR
85011,Barbâtre,Plus de 20 k€
85012,La Barre-de-Monts,Entre 5 et 10 k€
85013,Bazoges-en-Paillers,Pas de sinistre répertorié à CCR
85014,Bazoges-en-Pareds,Plus de 20 k€
85015,Beaufou,Pas de sinistre répertorié à CCR
85016,Beaulieu-sous-la-Roche,Pas de sinistre répertorié à CCR
85017,Beaurepaire,Pas de sinistre répertorié à CCR
85018,Beauvoir-sur-Mer,Plus de 20 k€
85019,Bellevigny,Pas de sinistre répertorié à CCR
85020,Benet,Entre 10 et 20k€
85021,La Bernardière,Pas de sinistre répertorié à CCR
85022,Le Bernard,Plus de 20 k€
85023,Bessay,"Entre 0 et 2,5 k€"
85024,Bois-de-Céné,Pas de sinistre répertorié à CCR
85025,La Boissière-de-Montaigu,Pas de sinistre répertorié à CCR
85026,La Boissière-des-Landes,"Entre 2,5 et 5 k€"
85028,Bouillé-Courdault,Pas de sinistre répertorié à CCR
85029,Bouin,Plus de 20 k€
85031,Le Boupère,Pas de sinistre répertorié à CCR
85033,Bourneau,Pas de sinistre répertorié à CCR
85034,Bournezeau,Pas de sinistre répertorié à CCR
85035,Bretignolles-sur-Mer,Pas de sinistre répertorié à CCR
85036,La Bretonnière-la-Claye,Pas de sinistre répertorié à CCR
85037,Breuil-Barret,Pas de sinistre répertorié à CCR
85038,Les Brouzils,Pas de sinistre répertorié à CCR
85039,La Bruffière,Entre 5 et 10 k€
85040,La Caillère-Saint-Hilaire,Plus de 20 k€
85041,Cezais,Plus de 20 k€
85042,Chaillé-les-Marais,Entre 10 et 20k€
85045,La Chaize-Giraud,Pas de sinistre répertorié à CCR
85046,La Chaize-le-Vicomte,Pas de sinistre répertorié à CCR
85047,Challans,Entre 5 et 10 k€
85049,Champagné-les-Marais,Entre 10 et 20k€
85050,Le Champ-Saint-Père,Entre 5 et 10 k€
85051,Chantonnay,Entre 10 et 20k€
85053,La Chapelle-aux-Lys,Pas de sinistre répertorié à CCR
85054,La Chapelle-Hermier,Pas de sinistre répertorié à CCR
85055,La Chapelle-Palluau,Entre 10 et 20k€
85056,La Chapelle-Thémer,Pas de sinistre répertorié à CCR
85058,Chasnais,"Entre 0 et 2,5 k€"
85059,La Châtaigneraie,Pas de sinistre répertorié à CCR
85061,Château-Guibert,"Entre 0 et 2,5 k€"
85062,Châteauneuf,Pas de sinistre répertorié à CCR
85064,Chauché,Pas de sinistre répertorié à CCR
85065,Chavagnes-en-Paillers,Pas de sinistre répertorié à CCR
85066,Chavagnes-les-Redoux,Pas de sinistre répertorié à CCR
85067,Cheffois,Pas de sinistre répertorié à CCR
85070,Coëx,Pas de sinistre répertorié à CCR
85071,Commequiers,Entre 10 et 20k€
85072,La Copechagnière,Pas de sinistre répertorié à CCR
85073,Corpe,Pas de sinistre répertorié à CCR
85074,La Couture,Pas de sinistre répertorié à CCR
85076,Cugand,Plus de 20 k€
85077,Curzon,Plus de 20 k€
85078,Damvix,Plus de 20 k€
85080,Doix lès Fontaines,Pas de sinistre répertorié à CCR
85081,Dompierre-sur-Yon,Pas de sinistre répertorié à CCR
85082,Les Epesses,Pas de sinistre répertorié à CCR
85083,L'Épine,Pas de sinistre répertorié à CCR
85084,Essarts en Bocage,Entre 10 et 20k€
85086,Falleron,Entre 10 et 20k€
85087,Faymoreau,Pas de sinistre répertorié à CCR
85088,Le Fenouiller,Pas de sinistre répertorié à CCR
85089,La Ferrière,Pas de sinistre répertorié à CCR
85090,Sèvremont,Pas de sinistre répertorié à CCR
85092,Fontenay-le-Comte,Entre 10 et 20k€
85093,Fougeré,Pas de sinistre répertorié à CCR
85094,Foussais-Payré,Entre 5 et 10 k€
85095,Froidfond,Pas de sinistre répertorié à CCR
85096,La Garnache,Plus de 20 k€
85097,La Gaubretière,Pas de sinistre répertorié à CCR
85098,La Genétouze,Pas de sinistre répertorié à CCR
85099,Le Girouard,Entre 10 et 20k€
85100,Givrand,Pas de sinistre répertorié à CCR
85101,Le Givre,Pas de sinistre répertorié à CCR
85102,Grand'Landes,Pas de sinistre répertorié à CCR
85103,Grosbreuil,Entre 5 et 10 k€
85104,Grues,Entre 10 et 20k€
85105,Le Gué-de-Velluire,Plus de 20 k€
85106,La Guérinière,"Entre 0 et 2,5 k€"
85108,L'Herbergement,Pas de sinistre répertorié à CCR
85109,Les Herbiers,Pas de sinistre répertorié à CCR
85110,L'Hermenault,Entre 10 et 20k€
85111,L'Île-d'Elle,Plus de 20 k€
85112,L'Île-d'Olonne,Entre 10 et 20k€
85113,L'Île-d'Yeu,Pas de sinistre répertorié à CCR
85114,Jard-sur-Mer,Entre 5 et 10 k€
85115,La Jaudonnière,Pas de sinistre répertorié à CCR
85116,La Jonchère,Pas de sinistre répertorié à CCR
85117,Lairoux,"Entre 2,5 et 5 k€"
85118,Landeronde,"Entre 0 et 2,5 k€"
85119,Les Landes-Genusson,Pas de sinistre répertorié à CCR
85120,Landevieille,Pas de sinistre répertorié à CCR
85121,Le Langon,Entre 5 et 10 k€
85123,Liez,Entre 10 et 20k€
85125,Loge-Fougereuse,Pas de sinistre répertorié à CCR
85126,Longèves,"Entre 0 et 2,5 k€"
85127,Longeville-sur-Mer,Entre 5 et 10 k€
85128,Luçon,"Entre 2,5 et 5 k€"
85129,Les Lucs-sur-Boulogne,Pas de sinistre répertorié à CCR
85130,Maché,Pas de sinistre répertorié à CCR
85131,Les Magnils-Reigniers,Entre 10 et 20k€
85132,Maillé,Plus de 20 k€
85133,Maillezais,Pas de sinistre répertorié à CCR
85134,Mallièvre,Pas de sinistre répertorié à CCR
85135,Mareuil-sur-Lay-Dissais,Entre 10 et 20k€
85136,Marillet,Pas de sinistre répertorié à CCR
85137,Marsais-Sainte-Radégonde,Entre 10 et 20k€
85138,Martinet,Pas de sinistre répertorié à CCR
85139,Le Mazeau,Plus de 20 k€
85140,La Meilleraie-Tillay,Pas de sinistre répertorié à CCR
85141,Menomblet,Pas de sinistre répertorié à CCR
85142,La Merlatière,Pas de sinistre répertorié à CCR
85143,Mervent,"Entre 2,5 et 5 k€"
85144,Mesnard-la-Barotière,Pas de sinistre répertorié à CCR
85145,Monsireigne,"Entre 2,5 et 5 k€"
85146,Montaigu-Vendée,Entre 5 et 10 k€
85147,Montournais,Pas de sinistre répertorié à CCR
85148,Montreuil,"Entre 0 et 2,5 k€"
85149,Moreilles,"Entre 2,5 et 5 k€"
85151,Mortagne-sur-Sèvre,Pas de sinistre répertorié à CCR
85152,Les Achards,"Entre 0 et 2,5 k€"
85153,Mouchamps,Pas de sinistre répertorié à CCR
85154,Mouilleron-Saint-Germain,Pas de sinistre répertorié à CCR
85155,Mouilleron-le-Captif,"Entre 2,5 et 5 k€"
85156,Moutiers-les-Mauxfaits,Pas de sinistre répertorié à CCR
85157,Moutiers-sur-le-Lay,Entre 5 et 10 k€
85158,Mouzeuil-Saint-Martin,Entre 5 et 10 k€
85159,Nalliers,Plus de 20 k€
85160,Nesmy,Entre 5 et 10 k€
85161,Nieul-le-Dolent,Pas de sinistre répertorié à CCR
85162,Rives-d'Autise,Pas de sinistre répertorié à CCR
85163,Noirmoutier-en-l'Île,Pas de sinistre répertorié à CCR
85164,Notre-Dame-de-Monts,"Entre 2,5 et 5 k€"
85167,L'Orbrie,Plus de 20 k€
85169,Palluau,Entre 5 et 10 k€
85171,Péault,Entre 5 et 10 k€
85172,Le Perrier,Plus de 20 k€
85174,Petosse,Pas de sinistre répertorié à CCR
85175,Les Pineaux,Pas de sinistre répertorié à CCR
85176,Pissotte,Entre 10 et 20k€
85177,Les Velluire-sur-Vendée,Plus de 20 k€
85178,Le Poiré-sur-Vie,Pas de sinistre répertorié à CCR
85179,Poiroux,"Entre 0 et 2,5 k€"
85181,Pouillé,Pas de sinistre répertorié à CCR
85182,Pouzauges,Pas de sinistre répertorié à CCR
85184,Puy-de-Serre,Pas de sinistre répertorié à CCR
85185,Puyravault,Plus de 20 k€
85186,La Rabatelière,Pas de sinistre répertorié à CCR
85187,Réaumur,Pas de sinistre répertorié à CCR
85188,La Réorthe,Entre 10 et 20k€
85189,Notre-Dame-de-Riez,Pas de sinistre répertorié à CCR
85190,Rocheservière,Pas de sinistre répertorié à CCR
85191,La Roche-sur-Yon,Entre 5 et 10 k€
85192,Rochetrejoux,Pas de sinistre répertorié à CCR
85193,Rosnay,Pas de sinistre répertorié à CCR
85194,Les Sables-d'Olonne,Entre 5 et 10 k€
85196,Saint-André-Goule-d'Oie,Pas de sinistre répertorié à CCR
85197,Montréverd,Plus de 20 k€
85198,Saint-Aubin-des-Ormeaux,Pas de sinistre répertorié à CCR
85199,Saint-Aubin-la-Plaine,"Entre 0 et 2,5 k€"
85200,Saint-Avaugourd-des-Landes,Pas de sinistre répertorié à CCR
85201,Saint-Benoist-sur-Mer,Entre 5 et 10 k€
85202,Sainte-Cécile,Entre 5 et 10 k€
85204,Saint-Christophe-du-Ligneron,"Entre 0 et 2,5 k€"
85205,Saint-Cyr-des-Gâts,Pas de sinistre répertorié à CCR
85206,Saint-Cyr-en-Talmondais,Plus de 20 k€
85207,Saint-Denis-du-Payré,Entre 5 et 10 k€
85208,Saint-Denis-la-Chevasse,Pas de sinistre répertorié à CCR
85209,Saint-Étienne-de-Brillouet,"Entre 0 et 2,5 k€"
85210,Saint-Étienne-du-Bois,Entre 10 et 20k€
85211,Sainte-Flaive-des-Loups,Pas de sinistre répertorié à CCR
85213,Rives de l'Yon,"Entre 0 et 2,5 k€"
85214,Sainte-Foy,"Entre 2,5 et 5 k€"
85215,Saint-Fulgent,Pas de sinistre répertorié à CCR
85216,Sainte-Gemme-la-Plaine,Entre 5 et 10 k€
85218,Saint-Georges-de-Pointindoux,Pas de sinistre répertorié à CCR
85220,Saint-Germain-de-Prinçay,Entre 10 et 20k€
85221,Saint-Gervais,Plus de 20 k€
85222,Saint-Gilles-Croix-de-Vie,"Entre 2,5 et 5 k€"
85223,Sainte-Hermine,Entre 10 et 20k€
85226,Saint-Hilaire-de-Riez,"Entre 0 et 2,5 k€"
85227,Saint-Hilaire-des-Loges,Entre 5 et 10 k€
85229,Saint-Hilaire-de-Voust,Pas de sinistre répertorié à CCR
85231,Saint-Hilaire-la-Forêt,Entre 10 et 20k€
85232,Saint-Hilaire-le-Vouhis,Pas de sinistre répertorié à CCR
85233,Saint-Jean-de-Beugné,Pas de sinistre répertorié à CCR
85234,Saint-Jean-de-Monts,Entre 5 et 10 k€
