#-----------------------------------------------------------------------------
# Date d'extraction : 03/05/2026 - 22h54 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023
# Modele     : HIRHAM5_CM5A
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     GWL20 : Niveau de réchauffement Monde 2.0 degrés -> 2050 / France +2.7°C
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#     ATMm_yr : Ecart de température moyenne annuelle (°C)
#     ATMm_seas_JJA : Ecart de température moyenne en été (°C)
#     ATMm_seas_DJF : Ecart de température moyenne en hiver (°C)
#     ATXm_seas_JJA : Ecart de température maximale en été (°C)
#     ATX35D_yr : Ecart de nombre de jours avec tx >= 35°c (jour(s))
#     ATX30D_yr : Ecart de nombre de jours avec tx >= 30°c (jour(s))
#     ATR_yr : Ecart de nombre de nuits tropicales (jour(s))
#     ARRq99refD_yr : Ecart de fréquence des précipitations quotidienne remarquables (jour(s))
#     ASWI04_yr : Ecart de nombre de jours avec swi < 0.4 (jour(s))
#     ARRR_yr : Ecart relatif de cumul de précipitations annuelles
#     ARRR_seas_JJA : Ecart relatif de cumul de précipitations en été
#     ARRR_seas_DJF : Ecart relatif de cumul de précipitations en hiver
#     ARRRq99_yr : Ecart relatif de cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien)
#     ARRx1d_yr : Ecart relatif de intensité des précipitations extrêmes (max annuel des  précipitations totales)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORSWI04_yr;ATMm_yr;ATMm_seas_JJA;ATMm_seas_DJF;ATXm_seas_JJA;ATX35D_yr;ATX30D_yr;ATR_yr;ARRq99refD_yr;ASWI04_yr;ARRR_yr;ARRR_seas_JJA;ARRR_seas_DJF;ARRRq99_yr;ARRx1d_yr;
#-----------------------------------------------------------------------------
997;41.7661;9.1993;GWL20;14.13;23.06;6.79;26.18;1.7;21.6;54.1;1327.16;85.9;488.28;53.29;106.18;4.2;134;2.67;3.84;2.24;4.01;1.7;18.7;39.3;0.6;42;-0.03;-0.34;0.13;0.09;0.21;
998;41.7598;9.2948;GWL20;15.9;24.77;8.59;29.13;11.4;44.5;64.6;1163.95;75.91;425.07;47.09;94.8;4.3;148;2.55;3.64;2.17;3.97;10.8;31.2;43.5;0.6;43;-0.04;-0.35;0.11;0.09;0.19;
999;41.7535;9.3902;GWL20;17.86;26.05;11.13;30.6;12.3;58.8;84.3;799.87;40.21;285.78;36.54;84.19;4.2;205;2.24;2.85;2.21;3.07;11.4;35.4;44.1;0.5;39;-0.03;-0.39;0.09;0.06;0.16;
1134;41.8737;8.6336;GWL20;17.58;24.97;11.12;28.94;3.2;36.8;71.5;624.33;44.15;232.31;27.36;53.27;3.2;215;2.17;2.48;2.23;2.46;2.9;27.2;43.9;-0.5;52;-0.15;-0.32;0.09;0;0;
1135;41.8679;8.7294;GWL20;17.58;24.97;11.12;28.94;3.2;36.8;71.5;624.33;44.15;232.31;27.36;53.27;3.2;201;2.17;2.48;2.23;2.46;2.9;27.2;43.9;-0.5;47;-0.15;-0.32;0.09;0;0;
1136;41.862;8.8251;GWL20;16.98;24.9;10.14;28.83;4;41.5;70.6;693.48;48.55;256.76;30.46;57.32;3.2;196;2.39;3.04;2.22;3.01;3.5;29.5;45.5;-0.5;51;-0.15;-0.32;0.09;0;0.01;
1137;41.856;8.9207;GWL20;16.12;24.76;8.96;28.83;10.8;43.2;67.4;917.8;57.25;359.77;37.16;67.91;3.3;164;2.59;3.52;2.3;3.77;9.9;29.2;43.5;-0.3;41;-0.13;-0.38;0.09;0.01;0.02;
1138;41.85;9.0164;GWL20;16.3;24.96;9.13;29.05;11.2;46.7;69.4;901.71;59.8;340.08;38.12;70.74;3;170;2.52;3.49;2.21;3.65;10.1;31;44.9;-0.7;48;-0.13;-0.36;0.06;0.03;-0.02;
1139;41.8439;9.112;GWL20;12.4;20.97;5.38;23.37;0.1;6.1;40.7;1298.89;92.14;493.59;53;93.65;3.1;131;2.61;3.44;2.42;3.4;0.1;5.8;32.2;-0.5;40;-0.13;-0.34;0.04;0.01;-0.03;
1140;41.8376;9.2077;GWL20;10.74;19.15;3.93;21.21;0;0.8;21.5;1620.56;111.63;630.54;72.44;137.87;5.4;105;2.52;3.33;2.39;3.31;0;0.8;18.7;1.7;31;0;-0.29;0.23;0.27;0.23;
1141;41.8313;9.3033;GWL20;16.31;25.08;9.11;29;8.2;44.5;74.2;954.11;56.65;331.82;48.5;112.58;4.3;171;2.43;3.33;2.09;3.57;7.6;30.2;42.6;0.8;41;-0.03;-0.31;0.09;0.27;0.22;
1142;41.8249;9.3988;GWL20;17.81;25.81;11.07;29.46;4.2;42.4;88.1;797.52;51.69;246.97;46.89;120.3;3.8;196;2.04;2.4;2.08;2.42;4.1;28.8;39.1;0.2;30;-0.02;-0.33;0.06;0.17;0.21;
1276;41.9509;8.5455;GWL20;17.56;24.96;11.12;28.91;3.8;36.7;71.7;642.25;46.93;236.76;28.27;61.9;3.8;208;2.15;2.47;2.25;2.43;3.4;27.3;44.1;0.2;43;-0.12;-0.24;0.11;0.06;0.11;
1277;41.9452;8.6413;GWL20;17.11;24.82;10.43;28.68;3.1;37.5;70.7;688.51;50.02;252.81;30.42;64.43;3.8;196;2.25;2.75;2.2;2.69;2.9;27.5;44.5;0.2;39;-0.12;-0.24;0.11;0.06;0.11;
1278;41.9394;8.7372;GWL20;17.14;24.81;10.49;28.68;3;37;70.8;684.36;49.74;251.4;30.19;64.2;3.8;188;2.24;2.7;2.2;2.65;2.8;27.2;44.7;0.2;37;-0.12;-0.24;0.11;0.06;0.11;
1279;41.9335;8.833;GWL20;17.1;24.71;10.51;28.7;4;35.8;67.4;674.61;45.58;255.79;28.45;62.01;3.5;194;2.12;2.55;2.14;2.61;3.7;26.4;41.1;-0.2;37;-0.13;-0.31;0.13;0.01;0.06;
1280;41.9276;8.9288;GWL20;16.13;24.39;9.17;28.23;7.4;36.3;63.3;773.63;51.93;290.73;32.92;67.66;3.5;181;2.46;3.32;2.21;3.48;6.8;25.8;42.5;-0.2;44;-0.13;-0.31;0.11;0.01;0.06;
1281;41.9215;9.0246;GWL20;13.96;22.72;6.75;25.6;2;20.9;53.5;1114.39;71.33;422.56;46.18;84.37;4.2;145;2.64;3.64;2.32;3.79;2;18;37.6;0.6;35;-0.08;-0.32;0.12;0.1;0.08;
1282;41.9154;9.1203;GWL20;14.46;23.12;7.25;26.5;2.8;26.9;54;1224;83.48;467.88;49.92;93.21;4.2;138;2.55;3.43;2.28;3.64;2.8;22.1;36.9;0.6;32;-0.08;-0.31;0.1;0.09;0.04;
1283;41.9091;9.216;GWL20;11.59;20.04;4.65;22.88;0;2.7;20.1;1215.59;84.26;453.73;53.1;104.26;5.5;130;2.44;3.28;2.2;3.32;0;2.7;17.9;1.9;39;0.03;-0.28;0.28;0.21;0.25;
1284;41.9028;9.3118;GWL20;16.19;24.84;8.99;28.73;5.2;41.1;70.8;933.9;55.82;309.69;54.06;115.95;4.2;158;2.35;3.11;2.1;3.28;5.1;28.8;41.4;0.5;41;0.01;-0.3;0.17;0.19;0.17;
1285;41.8964;9.4075;GWL20;18.11;26.03;11.44;29.54;4.2;43;93.1;778.93;50.51;240.79;46.16;118.54;3.8;205;2.01;2.33;2.09;2.32;4.1;29.4;38.7;0.1;29;-0.02;-0.33;0.06;0.19;0.22;
1420;42.0168;8.649;GWL20;17.46;24.9;10.98;28.83;3.5;35.5;71.7;651.14;47.54;239.89;28.64;62.38;3.8;192;2.15;2.49;2.23;2.45;3.2;26.3;44.4;0.2;37;-0.12;-0.24;0.11;0.06;0.11;
1421;42.011;8.745;GWL20;16.93;24.88;10.11;28.79;4.6;41.5;70.3;714.4;51.74;261.81;31.56;65.8;3.8;185;2.38;3.03;2.23;2.99;4.1;29.1;45;0.2;36;-0.12;-0.25;0.11;0.06;0.11;
1422;42.0051;8.8409;GWL20;16.71;24.75;9.9;28.85;7.2;42.8;65.3;743.35;52.08;282.15;30.87;70.56;4;186;2.33;3.03;2.21;3.15;6.7;29.2;40.5;0.3;36;-0.12;-0.26;0.15;0.02;0.05;
1423;41.9991;8.9368;GWL20;15.24;23.94;8.04;27.49;7.7;33.3;62.2;993.4;70.9;393.68;39.35;81.54;3.9;159;2.63;3.6;2.33;3.82;7.3;25.2;41.6;0.3;42;-0.12;-0.28;0.12;0.01;0.05;
1424;41.993;9.0327;GWL20;14.01;22.78;6.81;25.64;1.9;20.8;53.6;1076.96;73.97;419.41;45.01;86.25;3.8;149;2.65;3.65;2.34;3.77;1.8;17.9;37.9;0.1;40;-0.11;-0.3;0.11;0.05;0.12;
1425;41.9869;9.1286;GWL20;11.37;19.74;4.55;21.98;0;1.5;28.4;1434.31;96.79;550.61;57.77;106.51;4.4;122;2.52;3.24;2.46;3.26;0;1.4;23.5;0.8;32;-0.08;-0.32;0.09;0.07;0.04;
1426;41.9806;9.2245;GWL20;11.91;20.4;4.91;23.38;0;4;21.8;1194.39;82.84;446.62;52.63;102.96;5.4;132;2.45;3.32;2.18;3.36;0;3.8;19;1.9;41;0.03;-0.28;0.28;0.21;0.25;
1427;41.9743;9.3203;GWL20;16.38;24.95;9.22;28.96;5.1;42.7;71.7;918.08;54.71;305.79;53.2;114.37;4.2;160;2.3;3;2.08;3.18;5;29.1;41.6;0.6;38;0.01;-0.3;0.17;0.19;0.18;
1428;41.9679;9.4161;GWL20;18.13;26.11;11.43;29.57;2.6;44.7;92.8;832.97;53.37;291.91;43.27;96.1;4.4;182;1.96;2.37;2.01;2.33;2.5;31.1;37.1;0.8;14;0.09;-0.23;0.35;0.15;0.16;
1562;42.0941;8.5607;GWL20;17.52;24.92;11.14;28.96;4.6;38.1;69.4;646.49;42.14;224.69;28.83;58.97;4;188;2.11;2.43;2.27;2.48;4.2;28.6;41.7;0.2;34;-0.11;-0.29;0.05;0.07;0.04;
1563;42.0883;8.6568;GWL20;17.5;24.9;11.11;28.94;4.4;37.7;69.4;648.3;42.25;225.3;28.93;59.07;4;188;2.11;2.43;2.26;2.48;4.1;28.5;41.8;0.2;34;-0.11;-0.29;0.05;0.07;0.04;
1564;42.0825;8.7528;GWL20;17.11;24.76;10.52;28.72;3.8;38.2;68.9;687.36;44.76;238.24;30.66;61.23;3.9;192;2.19;2.64;2.22;2.67;3.7;28.4;42.4;0.2;30;-0.11;-0.29;0.05;0.07;0.04;
1565;42.0766;8.8489;GWL20;16.22;24.83;9.14;29;13.3;45.3;66.6;980.86;62.77;378.1;39.23;85.9;4.2;159;2.53;3.45;2.33;3.73;12.2;30.6;42.4;0.7;35;-0.06;-0.31;0.16;0.08;0.05;
1566;42.0706;8.9449;GWL20;16.16;24.77;9.01;28.88;11.6;44.1;66.6;925.27;65.83;369.48;36.56;78;3.8;168;2.54;3.46;2.27;3.71;10.6;29.9;42.4;0.2;43;-0.12;-0.28;0.13;0.02;0.05;
1567;42.0646;9.0409;GWL20;14.11;22.78;6.93;25.91;1;21.9;51.5;1215.32;87.87;477.15;51.43;97.55;3.9;134;2.58;3.45;2.32;3.6;1;18.6;36;0.3;33;-0.11;-0.3;0.09;0.11;0.08;
1568;42.0584;9.1369;GWL20;9.49;17.52;2.98;19.69;0;0.1;7.6;1379.73;110.86;551.92;61.53;120.5;5.9;107;2.41;2.99;2.4;3.02;0;0.1;7.3;2.3;31;0.04;-0.17;0.36;0.36;0.22;
